Sample_ID,Attack_Success,Original_Label,Clean_Prediction,Adv_Prediction,Clean_Input_Trace,Adv_Input_Trace,Clean_Param_Trace,Adv_Param_Trace
47,True,422,422,523,-171.74905738830566,-3847.243017578125,-2561.87919921875,-365584.83125
48,True,334,334,640,140.10151443481445,-2418.52041015625,-19.75345458984375,-349932.16875
49,True,13,13,127,411.70336761474607,-2107.859484863281,25375.4046875,-287661.584375
50,True,542,542,737,1447.466259765625,-8541.98837890625,8521.64560546875,-806879.5375
51,True,290,290,279,-296.0811248779297,-4848.786059570312,-9203.249267578125,-528638.35625
52,True,495,495,655,1639.7416748046876,-2315.4917114257814,4648.76884765625,-746802.275
53,True,664,664,734,2004.7391845703125,-4435.76826171875,65279.8359375,-504555.55
54,True,521,521,909,49.222525691986085,-1759.6853759765625,-1639.414208984375,-220975.25
55,True,593,593,692,-98.71576728820801,-4078.650634765625,8326.68232421875,-514355.30625
56,True,692,692,748,73.44053010940551,-4333.4891357421875,893.292822265625,-400136.88125
57,True,332,332,219,-31.240990829467773,-1952.3249633789062,1603.308934020996,-236635.2
58,True,825,825,133,-46.7667350769043,-3868.229638671875,2466.3353759765623,-298551.15625
59,True,990,990,722,77.16192474365235,-5573.11064453125,-849.9727600097656,-614540.9375
60,True,718,718,580,-788.1230285644531,-4933.915991210937,-21399.516796875,-313793.5625
61,True,717,717,468,-212.55907249450684,-2143.676721191406,53.573446655273436,-295885.946875
62,True,195,195,206,97.27577953338623,-1890.4781860351563,129.33433837890624,-356450.05625
63,True,340,340,488,220.4762435913086,-2885.4558837890627,7559.554223632813,-418004.34375
64,True,627,627,656,-37.91334552764893,-1860.993798828125,-3482.6252563476564,-338870.4125
65,True,138,138,93,47.725591039657594,-2299.018408203125,1316.5231323242188,-251264.103125
66,True,835,835,748,-137.82152633666993,-3931.6890380859377,-690.45546875,-399932.33125
67,True,743,743,632,-132.77407760620116,-3567.649853515625,22432.8021484375,-788430.425
68,True,998,998,709,1978.4431701660155,-6835.159033203125,148993.178125,-582891.84375
69,True,322,322,325,148.98496055603027,-2241.524365234375,-3266.1486572265626,-237032.4125
70,True,564,564,748,-494.9488037109375,-3074.6529296875,-10734.9818359375,-370022.7375
71,True,570,570,748,144.56825370788573,-3604.8564697265624,5860.2578125,-305779.8375
72,True,905,905,846,1106.7600494384765,-3284.7048583984374,49968.68125,-299881.16875
73,True,875,875,870,-148.2043670654297,-3456.5958984375,-44614.912890625,-414893.08125
74,True,811,811,619,310.5714996337891,-4280.837890625,-564.6075439453125,-410562.025
75,True,943,943,960,73.05061073303223,-2266.9927490234377,3622.6860595703124,-397910.9125
76,True,83,83,94,73.46140604019165,-2824.119580078125,1437.7451171875,-317425.50625
77,True,995,995,505,58.834428024291995,-1680.52578125,-15399.5982421875,-378099.0125
78,True,226,226,153,383.6631340026855,-2599.1219970703123,-12842.7318359375,-170746.534375
79,True,806,806,824,-22.886816120147706,-1474.521435546875,840.1108367919921,-370367.8375
80,True,356,356,491,164.94832458496094,-2107.8212036132813,1061.3731994628906,-284746.85
81,True,40,40,53,-299.6702568054199,-2956.669396972656,6432.82578125,-67331.3322265625
82,True,543,543,499,1944.2240844726562,-2819.285205078125,-162622.4953125,-408881.61875
83,True,993,993,94,94.44576072692871,-2821.518896484375,2211.347802734375,-416128.3375
84,True,575,575,717,90.70229082107544,-3573.53193359375,15.3248046875,-346578.5625
85,True,921,921,650,159.12801856994628,-3931.2371337890627,674.2683471679687,-462210.95625
86,True,568,568,588,302.604248046875,-4806.0783203125,-2735.0115234375,-490669.65
87,True,98,98,54,28.430805587768553,-2693.00712890625,7797.31181640625,-334098.7875
88,True,62,62,327,91.26593780517578,-713.768276977539,-3392.15888671875,-392478.49375
89,True,910,910,502,-46.76042518615723,-5630.275048828125,2925.145849609375,-291286.98125
90,True,814,814,724,74.78140220642089,-3534.8789306640624,554.7936645507813,-476891.74375
91,True,988,988,599,12.631697845458984,-4033.219384765625,6774.465625,-381880.8
92,True,155,155,189,125.28810119628906,-2440.8762451171874,-1355.2921875,-233647.640625
93,True,614,614,518,-1403.9249382019043,-2234.257763671875,15881.3357421875,-330154.45
94,True,561,561,716,61.85860729217529,-2516.2427734375,26867.1533203125,-510829.65
95,True,311,311,5,1604.444320678711,-4477.936303710938,-80748.4359375,-431561.00625
96,True,326,326,129,-1.9844526290893554,-2322.106799316406,-2671.661267089844,-319555.59375
97,True,943,943,959,280.90482330322266,-3348.0168701171874,-986.3653564453125,-459856.075
98,True,364,364,952,469.69189376831054,-2832.7029541015627,9143.089453125,-238005.771875
99,True,988,988,700,35.288115882873534,-2038.6129516601563,1420.2665771484376,-357916.15
100,True,575,575,882,311.9879776000977,-2844.9260009765626,6681.747216796875,-484242.175
101,True,671,671,895,30.485462951660157,-2796.2537109375,7239.49794921875,-358346.13125
102,True,70,70,488,-104.027663230896,-1603.3237182617188,10161.495263671875,-387349.8
103,True,110,110,124,27.210399317741395,-1623.0671997070312,-180.74595642089844,-434556.8
104,True,490,490,553,41.83559145927429,-773.5079467773437,4999.023388671875,-516324.45625
105,True,798,798,539,2196.271063232422,-3275.965625,-76450.9234375,-227944.171875
106,True,961,961,868,1215.281714630127,-2836.2062744140626,46063.55849609375,-418603.425
107,True,184,184,151,21.552804136276244,-2692.611767578125,-1231.9199462890624,-363254.00625
108,True,725,725,650,726.4238815307617,-4159.296630859375,24220.119091796874,-413179.38125
109,True,63,63,32,153.2453468322754,-4083.5148681640626,8688.7865234375,-409569.41875
110,True,971,971,643,305.751127243042,-1600.3661499023438,10557.66826171875,-474776.16875
111,True,15,15,86,17.424312281608582,-1650.6859008789063,2279.5357666015625,-395960.53125
112,True,512,512,702,-575.1486297607422,-6277.46005859375,-11.7175048828125,-518548.9125
113,True,106,106,368,-244.69736099243164,-3340.635400390625,6825.562939453125,-251254.99375
114,True,825,825,540,110.79733047485351,-2545.3905517578123,13863.48427734375,-522287.8125
115,True,641,641,418,691.8862335205079,-6527.945947265625,-617.6434936523438,-409672.01875
116,True,684,684,774,905.698542022705,-8618.743505859375,12771.8603515625,-500204.33125
117,True,102,102,331,24.821922779083252,-2007.8767822265625,-464.9194763183594,-569086.6375
118,True,214,214,180,2063.1168579101563,-2291.1243408203127,94083.2703125,-250059.409375
119,True,726,726,748,-342.8391387939453,-2538.460400390625,-4039.7205078125,-192306.08125
120,True,954,954,855,104.19849510192871,-869.1503631591797,-1561.04462890625,-459544.85
121,True,181,181,192,-2980.472546386719,-2773.8016845703123,-58809.065625,-303385.88125
122,True,622,622,828,309.35095329284667,-4770.478515625,5946.928149414062,-408309.9
123,True,863,863,883,55.43860282897949,-2025.41826171875,5632.85283203125,-389688.3125
124,True,665,665,671,-9.719509983062744,-1412.608251953125,-592.3122406005859,-301375.14375
125,True,990,990,509,17.309152603149414,-2819.2494140625,-1631.3051300048828,-656852.25
126,True,832,832,821,220.51569137573242,-2426.1005004882813,894.1341033935547,-365186.4625
127,True,594,594,624,4.985259532928467,-3224.6004150390627,1975.6379028320312,-505715.75
128,True,86,86,9,138.95185241699218,-1153.7987548828125,19901.0447265625,-363859.90625
129,True,871,871,814,-32.395555877685545,-1693.0340576171875,-691.4850463867188,-290270.1625
130,True,223,223,229,-76.24785652160645,-4082.02529296875,-4612.698193359375,-414460.66875
131,True,874,874,479,57.88888854980469,-3187.1834716796875,-6541.53974609375,-339322.66875
132,True,213,213,180,-158.07146835327148,-1841.7560302734375,5330.119775390625,-197540.75
133,True,315,315,47,-318.29381408691404,-5550.572607421875,-685.8587646484375,-221405.975
134,True,417,417,701,-50.91834335327148,-2898.4768798828127,-785.0731201171875,-244649.50625
135,True,804,804,838,-2040.6882385253907,-4589.697290039063,38925.755078125,-412544.6625
136,True,126,126,314,1178.6647888183593,-2760.0982299804687,-180.5531005859375,-912724.0
137,True,839,839,538,-341.73956909179685,-2897.5042236328127,-30692.2203125,-298964.89375
138,True,998,998,314,-0.2963207244873047,-3643.8573974609376,7188.2326171875,-313473.23125
139,True,990,990,737,270.21923065185547,-2306.3520263671876,11983.343603515625,-400388.8875
140,True,988,988,613,236.972412109375,-3671.308056640625,1042.1856811523437,-351087.525
141,True,771,771,868,-509.60126953125,-7331.903173828125,-1081.4647705078125,-273445.325
142,True,210,210,239,-18.52000198364258,-2737.767333984375,-5216.5625,-269407.775
143,True,483,483,538,143.8920597076416,-2326.6192626953125,3552.6707763671875,-198302.5
144,True,376,376,947,7.373976850509644,-2298.3216918945313,-2009.7311218261718,-416837.39375
145,True,580,580,498,-31.114605474472047,-2270.9615234375,-4580.34326171875,-546031.6875
146,True,862,862,498,1060.2642944335937,-8017.49677734375,-7547.316796875,-602427.125
147,True,830,830,716,1168.6672149658202,-4412.417724609375,57414.2046875,-224590.49375
148,True,895,895,910,73.07901992797852,-4726.257592773438,503.95452880859375,-246379.971875
149,True,237,237,247,60.292799949645996,-2202.4219970703125,-9290.30078125,-304335.965625
150,True,96,96,374,308.23734588623046,-3892.9121826171877,5426.92255859375,-420418.98125
151,True,984,984,17,-93.00503540039062,-4556.0565185546875,-2439.109375,-413237.5375
152,True,403,403,663,99.70242233276367,-4197.952612304687,38835.0390625,-391532.275
153,True,764,764,454,-213.30060729980468,-1980.285546875,8876.17548828125,-432523.325
154,True,56,56,114,55.61539368629455,-1971.331689453125,-1054.4867004394532,-375906.21875
155,True,273,273,196,6.647159481048584,-2791.64794921875,2152.329248046875,-365893.8875
156,True,779,779,656,284.63591957092285,-3431.6048583984375,-5132.570654296875,-532027.53125
157,True,141,141,23,-162.02509078979492,-4350.908837890625,7633.270703125,-384587.0125
158,True,187,187,226,575.2117218017578,-2614.8945068359376,-288.7052978515625,-254313.128125
159,True,546,546,558,-669.2961303710938,-6524.52919921875,-22713.369140625,-404710.18125
160,True,774,774,772,-935.5958374023437,-2414.7341064453126,14847.731640625,-385072.59375
161,True,165,165,227,306.5615104675293,-2317.7165283203126,937.887939453125,-264651.896875
162,True,886,886,498,-87.96519813537597,-2326.467321777344,-20481.8146484375,-283079.946875
163,True,634,634,830,-533.5011856079102,-3477.2962646484375,1151.53310546875,-397066.29375
164,True,392,392,6,21.121197032928468,-3361.630517578125,3033.9860229492188,-309985.23125
165,True,914,914,724,-46.06935043334961,-2498.8119140625,-74836.037109375,-421324.7625
166,True,338,338,267,133.72836475372316,-3364.859228515625,-1705.8906005859376,-402477.6375
167,True,711,711,631,81.8524013519287,-4524.1212890625,19712.665234375,-516204.8375
168,True,463,463,725,-489.6050338745117,-3559.9581298828125,14890.6533203125,-399820.81875
169,True,751,751,511,-477.6041748046875,-2253.4630859375,-106.10826416015625,-174931.55625
170,True,72,72,70,165.76919403076172,-4780.590185546875,280.7390869140625,-294743.08125
171,True,311,311,641,-485.6835968017578,-3681.5042724609375,-6525.85634765625,-509450.3875
172,True,449,449,718,9819.94296875,-2484.4733154296873,-63252.281640625,-230189.51875
173,True,838,838,618,-635.9217742919922,-4164.726098632813,70163.11328125,-313209.5375
174,True,450,450,698,-39.20425243377686,-1895.926025390625,6274.5716796875,-274021.740625
175,True,234,234,171,-118.54165840148926,-3595.235791015625,-4685.623974609375,-510510.09375
176,True,392,392,107,-4.107062578201294,-2527.4690185546874,-2406.151220703125,-451929.35625
177,True,71,71,772,-12.815029215812682,-1922.4735229492187,-1054.7419677734374,-424130.675
178,True,249,249,254,-56.47104759216309,-1349.0694702148437,-8944.32626953125,-224703.415625
179,True,938,938,918,21.203413438796996,-2636.9560791015624,-4261.540600585938,-423249.9
180,True,641,641,618,-54.16643524169922,-6627.25771484375,2753.609033203125,-292895.45625
181,True,83,83,131,-81.53211784362793,-3624.2915771484377,3038.1740966796874,-314497.7375
182,True,704,704,892,417.7602081298828,-3546.168017578125,1546.759228515625,-380183.31875
183,True,785,785,515,513.9027160644531,-3430.099169921875,26301.84296875,-424815.64375
184,True,115,115,30,106.91639251708985,-3704.4585205078124,-5847.086865234375,-402128.96875
185,True,157,157,233,-36.47565841674805,-2443.2573486328124,-14683.5767578125,-272308.053125
186,True,154,154,189,17.143228578567506,-2848.5719970703126,-779.8943969726563,-247303.540625
187,True,590,590,688,435.7134292602539,-5772.13017578125,-2123.4403381347656,-434470.0875
188,True,875,875,740,626.8000457763671,-3908.9259765625,-1492.7982482910156,-391920.4875
189,True,914,914,403,30.62465763092041,-3666.7121337890626,3357.544970703125,-348813.5375
190,True,761,761,650,-336.37787704467775,-2799.209423828125,-32363.6546875,-446807.0
191,True,395,395,323,-204.69990501403808,-2115.759875488281,-4602.683642578125,-142857.73125
192,True,413,413,542,-380.2609161376953,-1904.6572875976562,-1563.667431640625,-497749.78125
193,True,228,228,196,953.7496013641357,-2869.050830078125,-32507.337109375,-359723.34375
194,True,683,683,650,1886.1007080078125,-2323.69091796875,17644.240625,-274102.7375
195,True,941,941,509,6.187532925605774,-1734.9989868164062,-1161.6958862304687,-416392.55625
196,True,971,971,632,76.83180313110351,-6071.527392578125,-5486.383361816406,-428625.8875
197,True,413,413,523,-710.1997924804688,-1544.6243408203125,-40602.619140625,-326343.65625
198,True,88,88,627,664.8965557098388,-4644.4341796875,-2672.0677734375,-342936.88125
199,True,488,488,60,-116.61424751281739,-2098.963720703125,-8702.71513671875,-359616.46875
200,True,195,195,151,1580.7638671875,-3751.295654296875,-25173.2494140625,-385126.61875
201,True,550,550,412,-419.1624755859375,-5777.833642578125,5177.4288330078125,-521888.58125
202,True,242,242,151,235.8501205444336,-1548.657470703125,-11804.58046875,-265070.79375
203,True,554,554,781,86.56355514526368,-7026.5189453125,-533.276708984375,-412250.1875
204,True,646,646,738,5.361331939697266,-2333.9529541015627,1183.5363403320312,-406919.70625
205,True,292,292,285,128.92712936401367,-1491.5859252929688,-1094.1728515625,-272177.190625
206,True,888,888,562,556.118864440918,-6208.75966796875,401.1439178466797,-304537.978125
207,True,66,66,57,-124.05940217971802,-2842.347265625,-2497.985876464844,-216484.965625
208,True,136,136,365,75.54941329956054,-4489.524487304688,1061.5369140625,-368410.9875
209,True,191,191,155,16.665490436553956,-2211.038232421875,4151.196240234375,-237269.490625
210,True,88,88,414,-1.6511484146118165,-2255.993505859375,-918.9223388671875,-470252.7625
211,True,357,357,364,-210.11488766670226,-1887.4904541015626,-10063.66396484375,-267788.734375
212,True,424,424,893,2189.1791564941404,-2943.172314453125,138531.2953125,-312127.9375
213,True,821,821,832,116.26823997497559,-2846.6986328125,-1156.846826171875,-304726.95625
214,True,194,194,230,502.3503936767578,-4452.7408203125,-28065.6837890625,-245259.859375
215,True,541,541,589,1340.0561683654785,-3844.8563232421875,-21946.4796875,-425187.48125
216,True,999,999,868,20.735958862304688,-2868.738037109375,-3877.02119140625,-262121.30625
217,True,216,216,171,164.72315711975097,-3285.09697265625,10355.347607421874,-346431.3
218,True,926,926,868,-271.22754135131834,-2266.957409667969,2947.59892578125,-388941.175
219,True,33,33,300,-616.9324447631836,-2294.438134765625,-8751.9322265625,-190125.16875
220,True,61,61,514,-1190.79541015625,-3015.09814453125,-193922.5125,-414858.7625
221,True,699,699,582,135.8312675476074,-2225.274072265625,409.422216796875,-384271.5375
222,True,451,451,697,621.226840209961,-4836.388232421875,41638.339453125,-703998.3
223,True,756,756,868,-104.9661247253418,-3276.0871337890626,-5977.56611328125,-323130.86875
224,True,96,96,23,67.0770830154419,-6574.4337890625,687.7558654785156,-742662.625
225,True,628,628,404,-117.3226333618164,-5959.960400390625,402.6522705078125,-234241.740625
226,True,530,530,752,-96.110276222229,-20102.96416015625,-2386.34541015625,-387868.19375
227,True,982,982,796,839.8068801879883,-3496.969970703125,6924.402734375,-393118.59375
228,True,732,732,632,-289.2777496337891,-1256.9484130859375,-3122.4345825195314,-295315.015625
229,True,370,370,364,-13.607746887207032,-2920.3246337890623,3920.3010986328127,-414260.74375
230,True,334,334,264,75.26398429870605,-3223.2377197265623,-9070.7283203125,-425956.55
231,True,0,0,3,-384.2854164123535,-2934.9144775390623,1959.7612060546876,-267666.66875
232,True,267,267,185,-83.08151588439941,-894.445947265625,-12273.70966796875,-229605.49375
233,True,708,708,843,89.10352478027343,-2158.416455078125,2008.1940185546875,-345876.71875
234,True,935,935,700,-27.69324150085449,-5526.784912109375,-7377.127197265625,-468028.74375
235,True,264,264,178,-131.31388168334962,-1797.612109375,-4616.641748046875,-218532.5125
236,True,292,292,94,8.717993831634521,-2237.601916503906,-3443.0837890625,-377510.6
237,True,573,573,670,161.25915641784667,-2314.9644775390625,4580.0853515625,-319430.00625
238,True,861,861,868,51.00294704437256,-2369.6862060546873,-4487.33681640625,-452519.4375
239,True,179,179,178,43.76175508499146,-1723.3557373046874,1118.3398315429688,-296709.01875
240,True,965,965,509,-102.34942035675049,-2552.579968261719,12560.296484375,-455621.2125
241,True,270,270,356,-226.95230026245116,-4031.973193359375,-1236.8893127441406,-180915.125
242,True,29,29,59,243.72120208740233,-8290.62822265625,2503.338342285156,-466300.3
243,True,850,850,588,335.5461200714111,-1896.3425170898438,-1361.56767578125,-309283.65
244,True,608,608,643,1695.3248901367188,-2726.898876953125,-12005.7392578125,-439332.56875
245,True,4,4,397,107.3712001800537,-4870.843896484375,411.2975677490234,-411451.48125
246,True,424,424,860,2.1294227600097657,-2460.097314453125,-78623.6578125,-571932.9125
247,True,405,405,748,-15.586431121826172,-6908.00537109375,-6474.901513671875,-398053.44375
248,True,116,116,56,61.82869367599487,-2419.515234375,5425.4681396484375,-238521.209375
249,True,159,159,264,439.7558227539063,-1595.8249755859374,32730.133203125,-308768.69375
250,True,447,447,606,-147.70230560302736,-3551.736083984375,7094.962744140625,-445920.05
251,True,237,237,263,-265.64446182250975,-2040.1557861328124,7980.21123046875,-302342.171875
252,True,975,975,517,870.2099136352539,-5061.307080078125,3723.067724609375,-367858.71875
253,True,104,104,155,97.56916236877441,-2497.23251953125,1305.5818786621094,-238002.98125
254,True,13,13,19,27.05246810913086,-3129.1712158203127,1553.3515197753907,-245425.803125
255,True,897,897,923,-32.86831855773926,-3906.3187255859375,8982.32587890625,-491470.21875
256,True,280,280,348,163.27411422729492,-2269.0529296875,-5143.0001953125,-333073.9375
257,True,388,388,203,327.18782501220704,-7896.8189453125,-5010.598779296875,-580879.89375
258,True,617,617,868,310.14400215148925,-4264.571630859375,-3935.0605743408205,-465216.13125
259,True,538,538,701,75.66959152221679,-2620.394885253906,4176.663720703125,-299430.43125
260,True,55,55,397,-1400.9614990234375,-5636.1185546875,-2313.422834777832,-239326.784375
261,True,780,780,748,-183.7470272064209,-6233.78798828125,3296.47890625,-460657.80625
262,True,888,888,698,109.34366073608399,-2646.98271484375,-4739.254223632813,-442911.125
263,True,834,834,451,-356.87138671875,-4547.11650390625,-38651.105859375,-512660.40625
264,True,720,720,838,-175.3369179725647,-2082.4532470703125,-5713.049572753906,-248478.94375
265,True,180,180,264,73.34533100128174,-1480.6832275390625,23007.202734375,-177131.49375
266,True,238,238,264,457.7659423828125,-1503.0682373046875,-10268.70732421875,-187857.728125
267,True,640,640,922,4.419376945495605,-1102.1894653320312,169.44473724365236,-120954.325
268,True,481,481,754,537.3162971496582,-2380.606103515625,792.063671875,-306424.3625
269,True,492,492,725,671.6597320556641,-2475.57041015625,36007.449609375,-285277.11875
270,True,422,422,804,569.2518920898438,-2992.665771484375,27384.6265625,-329343.25
271,True,173,173,217,-2202.522998046875,-3871.3725830078124,1162.46640625,-244482.471875
272,True,941,941,892,-220.03970832824706,-2257.940563964844,-11474.6287109375,-416254.6875
273,True,686,686,487,-1950.5971298217773,-2670.50439453125,-36801.8146484375,-451466.13125
274,True,680,680,600,105.44309635162354,-4847.521728515625,-4177.765625,-533884.7125
275,True,16,16,375,12.121617889404297,-4065.391162109375,3343.396923828125,-488956.325
276,True,210,210,234,-329.13907928466796,-2599.318017578125,-3637.5541015625,-321313.0875
277,True,616,616,584,-316.7663101196289,-4969.099853515625,-740.917529296875,-469457.05625
278,True,728,728,748,-818.6550964355469,-4713.5865234375,-44484.2796875,-950897.1375
279,True,738,738,516,341.9154251098633,-3332.189697265625,3436.959716796875,-456392.8125
280,True,252,252,229,2746.444543457031,-3236.613818359375,-289.00703125,-275181.321875
281,True,595,595,856,1735.1669067382813,-1842.095703125,-10651.818359375,-278404.475
282,True,645,645,784,441.0594253540039,-4285.007495117187,4050.8642578125,-510640.45
283,True,9,9,97,-10.417417097091676,-2562.447900390625,-655.2608215332032,-572787.84375
284,True,421,421,456,219.80510635375975,-4787.28037109375,21899.898828125,-393824.60625
285,True,699,699,587,-91.21642227172852,-3615.1959716796873,675.7017211914062,-340401.20625
286,True,514,514,792,-95.20121231079102,-3303.170263671875,-3018.750592041016,-387172.58125
287,True,228,228,196,38.34611759185791,-3328.5154296875,989.4452209472656,-415733.68125
288,True,520,520,492,800.5623748779296,-3197.85556640625,18052.1763671875,-568368.6875
289,True,565,565,864,31.373454999923705,-3254.9126953125,-354.8573516845703,-414781.08125
290,True,302,302,124,-127.88493480682374,-2844.367919921875,561.261376953125,-255850.940625
291,True,319,319,307,27.606843376159667,-1622.3178955078124,457.3017608642578,-261165.734375
292,True,707,707,804,-29.00980567932129,-2680.701611328125,5796.11923828125,-510508.825
293,True,293,293,150,4.505024385452271,-3114.66171875,38097.503125,-448943.35625
294,True,464,464,473,-2224.411486816406,-3117.1387451171877,-30534.5552734375,-319666.45
295,True,467,467,456,36.15981197357178,-2040.9849975585937,3632.921044921875,-690675.125
296,True,379,379,358,-10.044326066970825,-2071.250207519531,1609.2537109375,-398718.2875
297,True,37,37,390,-249.58994903564454,-3109.7606201171875,4453.50146484375,-527148.675
298,True,187,187,228,371.03955078125,-3248.47392578125,2779.1221435546877,-224470.74375
299,True,202,202,252,-173.96250553131102,-1349.0161743164062,-2686.9994140625,-210383.178125
300,True,410,410,790,-522.3046005249023,-4109.985595703125,-3430.32236328125,-620043.4
301,True,301,301,312,252.7832389831543,-1660.0940185546874,18508.942797851563,-310522.4
302,True,718,718,743,-5.1806072235107425,-2092.6174438476564,-1568.96943359375,-458545.30625
303,True,956,956,429,-27.613809299468993,-4502.452221679688,-8.048489379882813,-215308.91875
304,True,833,833,555,93.60911917686462,-3117.331591796875,6328.45439453125,-335499.00625
305,True,48,48,600,106.06141719818115,-2848.10107421875,3058.5968994140626,-320713.0125
306,True,565,565,754,414.4352169036865,-2941.3723388671874,11971.35107421875,-410247.5
307,True,110,110,124,4.144039762020111,-1399.1068969726562,-2182.8472412109377,-443311.40625
308,True,927,927,622,108.24128570556641,-3741.379052734375,-7407.156396484375,-343344.025
309,True,740,740,840,65.64634170532227,-2144.781140136719,62591.309375,-347989.1375
310,True,250,250,268,-27.681173706054686,-2492.4745361328123,-11525.30546875,-255571.990625
311,True,549,549,999,-2627.1857299804688,-2286.223425292969,32124.0,-256224.29375
312,True,844,844,882,100.41714096069336,-3549.4784423828123,-956.3407104492187,-601278.575
313,True,385,385,353,-901.208773803711,-3384.726025390625,-85.42489013671874,-242979.81875
314,True,605,605,632,-277.2563446044922,-5506.557275390625,17916.529296875,-903371.425
315,True,487,487,778,992.5831237792969,-4919.40654296875,-8391.774438476563,-708681.3375
316,True,912,912,792,-21.716856479644775,-5232.63662109375,332.1367614746094,-663313.5125
317,True,834,834,617,-1549.5010925292968,-3976.5204345703123,144227.228125,-370600.91875
318,True,755,755,879,86.61978073120117,-5261.06396484375,860.1449676513672,-516381.675
319,True,979,979,875,-654.1215438842773,-5523.5779296875,18223.308984375,-422818.15625
320,True,220,220,182,-397.1931350708008,-2011.10166015625,-20425.595556640626,-368702.575
321,True,869,869,638,637.3723068237305,-3417.999365234375,958.23486328125,-288743.06875
322,True,819,819,420,-214.7824249267578,-3178.9437744140623,-22069.772265625,-507557.775
