Sample_ID,Attack_Success,Original_Label,Clean_Prediction,Adv_Prediction,Clean_Input_Trace,Adv_Input_Trace,Clean_Param_Trace,Adv_Param_Trace
60,True,718,718,839,-467.9886413574219,-1963.9724243164062,-20160.25048828125,-240060.084375
61,True,717,717,511,-485.25902099609374,-670.5185546875,-6406.301782226563,-175772.603125
62,True,195,195,897,52.56452903747559,-1477.2702758789062,1049.6161895751952,-277941.9625
63,True,340,340,9,208.83558654785156,-1147.6010009765625,5300.0146484375,-369372.08125
64,True,627,627,656,-41.18729152679443,-1237.2969970703125,-5563.077734375,-175068.1875
65,True,138,138,93,43.57392883300781,-920.6858764648438,-394.92921752929686,-123354.93125
66,True,835,835,589,-133.14479904174806,-2570.768115234375,-320.24603271484375,-290328.375
67,True,743,743,624,-131.99709701538086,-1587.3424560546875,25252.08046875,-611143.6
68,True,998,998,949,1806.9658790588378,-1344.6823791503907,144115.20625,-248200.384375
69,True,322,322,135,196.52095375061035,-2143.254284667969,-2531.4485595703127,-239325.303125
70,True,564,564,797,-497.0919189453125,-904.6048126220703,-9992.57841796875,-303347.7875
71,True,570,570,691,148.63652954101562,-1686.9408203125,6961.55615234375,-333271.4375
72,True,905,905,846,62.47075500488281,-2493.9933227539063,52229.0203125,-313902.065625
73,True,875,875,432,-1091.3133743286132,-1172.0809631347656,-35155.218359375,-205560.89375
74,True,811,811,859,303.0576301574707,-2229.6885009765624,-717.91513671875,-248686.01875
75,True,943,943,936,107.35360260009766,-779.9227951049804,3689.3756591796873,-238902.21875
76,True,83,83,97,82.64218873977661,-1194.2350463867188,1173.94150390625,-209993.853125
77,True,995,995,879,63.932787322998045,-1137.9567962646483,-8028.6814453125,-132567.85859375
78,True,226,226,196,472.46107788085936,-1269.167431640625,-12947.459130859375,-150615.85625
79,True,806,806,824,-25.711064052581786,-905.3460510253906,-387.7543090820312,-325487.68125
80,True,356,356,90,120.38371410369874,-2346.33916015625,-689.0243484497071,-430449.9875
81,True,40,40,52,-287.02369689941406,-1653.5949096679688,-532.3267822265625,-156313.15625
82,True,543,543,422,1828.5920043945312,-766.3743591308594,-192362.71875,-197400.64375
83,True,993,993,994,87.68134651184081,-1385.2284912109376,2242.6484375,-276206.678125
84,True,575,575,609,146.3389404296875,-2250.1458984375,-322.1922180175781,-473588.73125
85,True,921,921,456,204.8679594039917,-4076.950390625,329.65074462890624,-632127.675
86,True,568,568,824,706.1436592102051,-1574.2580322265626,-3138.0750061035155,-334343.325
87,True,98,98,100,48.867493057250975,-1924.7517211914062,5984.3015625,-606989.3625
88,True,62,62,313,90.13509521484374,-776.7041320800781,-2981.9425537109373,-129761.9265625
89,True,910,910,942,-0.5588226318359375,-4941.354150390625,873.8437866210937,-357457.59375
90,True,814,814,625,47.015768671035765,-1549.504931640625,2639.6229400634766,-322023.5375
91,True,988,988,989,-21.01694450378418,-1801.6601318359376,3178.491748046875,-299872.16875
92,True,155,155,200,119.18947677612304,-565.8701690673828,-2009.623065185547,-123395.3484375
93,True,614,614,789,-1927.953057861328,-1293.6353637695313,19353.7376953125,-265677.421875
94,True,561,561,634,-92.5451644897461,-384.19273681640624,19629.977734375,-102323.4265625
95,True,311,311,314,1313.4422790527344,-822.0304931640625,-87555.9037109375,-62054.96796875
96,True,326,326,325,233.39647998809815,-1706.5874755859375,-1547.2818359375,-199074.10625
97,True,943,943,959,234.39011764526367,-1361.333966064453,2972.5310791015627,-255138.353125
98,True,364,364,956,399.4199417114258,821.9055419921875,10859.7984375,223845.6328125
99,True,988,988,363,37.91711378097534,-420.8073028564453,3261.9239501953125,-113353.5515625
100,True,575,575,605,295.7942886352539,-1378.2463806152343,2231.36220703125,-413188.59375
101,True,671,671,880,36.13096160888672,-980.8810852050781,8333.0515625,-232194.671875
102,True,70,70,313,-23.71723346710205,-107.9181999206543,3548.6813720703126,-125869.875
103,True,110,110,115,23.07069773674011,-506.97998962402346,-703.5047241210938,-199015.6375
104,True,490,490,752,42.87672128677368,-668.7530578613281,1866.7864501953125,-383526.375
105,True,798,798,508,2866.9350341796876,-1529.8115234375,-88661.91875,-148235.7359375
106,True,961,961,926,1181.1780975341796,-759.8094146728515,61580.68203125,-16140.96513671875
107,True,184,184,226,0.6609878540039062,-1620.0019409179688,-1067.2229858398437,-267430.8375
108,True,725,725,899,837.3828979492188,-1972.9283813476563,11026.26181640625,-428922.8125
109,True,63,63,54,203.63398361206055,-582.4439498901368,7545.7494140625,-179126.484375
110,True,971,971,645,221.47574224472046,-1334.4455200195312,13176.50341796875,-450032.95625
111,True,15,15,912,25.56996569633484,-866.4730987548828,1777.7341552734374,-247022.865625
112,True,512,512,764,-418.37972259521484,-1867.2837768554687,2371.469860839844,-443490.775
113,True,106,106,370,-52.398223304748534,-1072.3583923339843,8399.77216796875,-262099.303125
114,True,825,825,15,46.2959228515625,-1770.8757934570312,4373.073046875,-437633.2375
115,True,641,641,418,155.1201385498047,-2088.3901611328124,2052.7145751953126,-207353.928125
116,True,684,684,502,1337.7113555908204,-2821.9829345703124,13282.34609375,-299802.83125
117,True,102,102,331,36.406416940689084,-1367.3052856445313,-46.646429443359374,-362774.80625
118,True,214,214,206,1911.8139404296876,-249.52337722778321,101678.446875,-58640.21484375
119,True,726,726,761,-145.61000785827636,-2372.4601501464845,-5866.2515625,-240380.934375
120,True,954,954,951,120.24308471679687,-1625.784228515625,623.50390625,-394052.0625
121,True,181,181,219,-5071.886755371093,-1580.04384765625,-55684.352734375,-173797.215625
122,True,622,622,746,475.436589050293,-456.708642578125,1786.6138977050782,-104769.1921875
123,True,863,863,546,52.16586971282959,-2264.697900390625,3020.08876953125,-405821.3375
124,True,665,665,671,63.371033668518066,-934.9713134765625,-542.5234375,-240840.1625
125,True,990,990,182,19.277403163909913,-1753.9701049804687,-515.686962890625,-367693.625
126,True,832,832,646,81.52851829528808,-1528.3154296875,1042.0688110351562,-467157.80625
127,True,594,594,800,30.30989513397217,-2171.0461547851564,659.0349243164062,-397120.41875
128,True,86,86,9,166.1359405517578,-245.73072538375854,17543.61953125,-204375.25
129,True,871,871,814,-31.929957389831543,-860.2508483886719,-2094.351843261719,-327944.55625
130,True,223,223,227,-25.49013557434082,-1897.5871704101562,-6362.78935546875,-286560.15625
131,True,874,874,705,-77.43550338745118,-1930.5127563476562,-8858.51171875,-151928.6234375
132,True,213,213,205,-58.755696868896486,-320.9237945556641,2939.212841796875,-93974.3515625
133,True,315,315,313,-235.94287033081054,-1639.0649658203124,-376.6428253173828,-138491.103125
134,True,417,417,815,-28.2866849899292,-3332.0072631835938,-1832.98251953125,-218614.934375
135,True,804,804,838,-1616.0668518066407,-742.4095085144043,38720.100390625,-82573.77734375
136,True,126,126,314,1167.681085205078,-1948.0930053710938,-215.31654052734376,-203830.8625
137,True,839,839,47,-320.54132385253905,-1666.1837768554688,-36581.20546875,-291492.1
138,True,998,998,987,-57.58213310241699,-1403.833935546875,8063.47646484375,-238381.271875
139,True,990,990,952,242.8149841308594,-1241.2201293945313,18637.23203125,-236448.86875
140,True,988,988,10,166.2844623565674,-1379.9540893554688,786.9383178710938,-262117.55
141,True,771,771,786,-622.032356262207,-2689.5866455078126,-2355.9423095703123,-167554.03125
142,True,210,210,428,-4.908002471923828,-1481.2122863769532,-5679.265307617187,-245117.175
143,True,483,483,857,166.84441261291505,-1207.3640441894531,2455.3161865234374,-209285.68125
144,True,376,376,85,-4.89371132850647,-2081.100964355469,-2821.3841064453127,-365264.3375
145,True,580,580,886,-56.48850784301758,-1479.6742431640625,-5570.44560546875,-500826.03125
146,True,862,862,234,2177.090283203125,-5837.489013671875,-1585.90029296875,-678568.7
147,True,830,830,788,1717.030972290039,-2393.4245361328126,48083.83515625,-247446.759375
148,True,895,895,657,96.21981782913208,-1871.088232421875,1198.379556274414,-393259.39375
149,True,237,237,163,-25.454529571533204,-1914.280908203125,-7233.66875,-180628.36875
150,True,96,96,88,387.09654388427737,-339.71039428710935,4139.253369140625,129386.8296875
151,True,984,984,18,-27.552809524536134,-1640.1752197265625,-1919.8578308105468,-242732.034375
152,True,403,403,466,152.60725479125978,829.4380020141601,37989.882421875,-234884.15625
153,True,764,764,886,-204.1703025817871,-845.9127685546875,16374.31552734375,-375535.83125
154,True,56,56,492,76.33303852081299,-1660.0051025390626,-733.5763702392578,-353110.56875
155,True,273,273,253,11.663627457618713,-1981.839208984375,2578.98603515625,-208543.15625
156,True,779,779,874,328.06578674316404,-1881.53310546875,-2572.686083984375,-381541.225
157,True,141,141,142,-171.6558937072754,-3174.1445556640624,7778.48466796875,-315298.1625
158,True,187,187,193,528.8966400146485,-361.6759368896484,3110.00546875,-104843.9125
159,True,546,546,641,-799.6541717529296,-1710.4668579101562,-28018.041015625,-297801.7
160,True,774,774,459,-527.2448356628418,-948.773193359375,11929.63896484375,-258578.5625
161,True,165,165,219,260.53016090393066,-979.4566528320313,119.8654296875,-227412.725
162,True,886,886,529,-65.86773777008057,-2399.870556640625,-18229.6375,-611115.95
163,True,634,634,856,-743.1709053039551,-2381.9829833984377,-24601.441259765626,-414144.1125
164,True,392,392,108,-8.909367179870605,-1202.9673095703124,4860.604956054687,-196317.115625
165,True,914,914,724,-301.7702209472656,-712.1203506469726,-56558.605078125,-168405.11875
166,True,338,338,333,143.95066566467284,-1849.8734252929687,1191.8554931640624,-229777.775
167,True,711,711,631,177.74233837127684,-3156.9133544921874,19016.7208984375,-677920.475
168,True,463,463,521,-642.511669921875,-1581.497802734375,17794.9037109375,-261440.8125
169,True,751,751,817,-88.23742980957032,-866.0249237060547,-2865.5885375976563,-216375.325
170,True,72,72,73,153.88544769287108,-595.108755493164,2869.0326171875,-192549.03125
171,True,311,311,314,-344.67947311401366,-1361.27509765625,-8665.14560546875,-112007.740625
172,True,449,449,978,9862.3369140625,-1758.964862060547,-57303.23515625,-282553.746875
173,True,838,838,868,-191.85121002197266,-2017.5884704589844,73697.3859375,-500882.79375
174,True,450,450,580,-3.797949028015137,-935.7469696044922,6544.034375,-208605.309375
175,True,234,234,171,-54.02426605224609,-3027.9360107421876,-5093.781640625,-719194.925
176,True,392,392,6,-17.475774335861207,652.3097625732422,-2629.7246704101562,12463.891015625
177,True,71,71,455,-11.174336647987365,-1674.487353515625,-578.4565338134765,-247880.653125
178,True,249,249,282,-38.23531074523926,-1294.8468444824218,-10470.4228515625,-186091.3
179,True,938,938,112,-1.4341967105865479,-680.6553634643554,-8073.79765625,-209088.35625
180,True,641,641,910,106.77697467803955,-1298.2632568359375,-1385.627294921875,-300582.40625
181,True,83,83,94,-140.2249502182007,-2121.1495361328125,3463.252197265625,-430987.2625
182,True,704,704,503,247.1558952331543,-2241.069677734375,8783.0890625,-337920.81875
183,True,785,785,164,752.2126861572266,-1806.1289978027344,16660.08681640625,-456434.5
184,True,115,115,113,-394.04113388061523,-2364.201281738281,1459.24697265625,-752558.1
185,True,157,157,852,-37.861141204833984,-1373.5543579101563,-11625.7822265625,-254988.075
186,True,154,154,277,22.655388879776,2516.264514160156,-619.0621154785156,407215.98125
187,True,590,590,761,528.6153945922852,-1320.746337890625,-1695.847314453125,-112718.5984375
188,True,875,875,507,564.2423141479492,-1634.538427734375,-1632.1503540039062,-288794.40625
189,True,914,914,871,-211.72006645202637,-676.9720062255859,3744.0056640625,-112532.70625
190,True,761,761,918,-163.27528762817383,-1313.0835083007812,-19333.93994140625,-182805.78125
191,True,395,395,382,-164.03423290252687,-784.4495819091796,-4466.65244140625,-155092.4015625
192,True,413,413,456,-347.10180206298827,-830.56875,-4273.62412109375,-368308.19375
193,True,228,228,849,762.0270812988281,-633.5334823608398,-32895.740234375,-278875.7875
194,True,683,683,819,2005.1039672851562,-496.6885070800781,8410.1568359375,-225767.24375
195,True,941,941,936,3.870323729515076,24.45442600250244,-1426.9731994628905,-218692.553125
196,True,971,971,787,-137.387117767334,-2871.9814208984376,-636.4755859375,-332692.31875
197,True,413,413,399,-861.7132537841796,-1056.4583374023437,-33557.858984375,-23067.054296875
198,True,88,88,93,480.33202323913576,-1271.1278869628907,-1297.1696655273438,-289695.46875
199,True,488,488,600,-53.766163444519044,-1763.217431640625,-9518.473828125,-292672.253125
200,True,195,195,151,982.2881175994874,-956.2942687988282,-29411.1634765625,-209760.546875
201,True,550,550,786,-305.5856506347656,-1342.999429321289,3071.3771728515626,-247344.975
202,True,242,242,731,275.1365371704102,-852.9767639160157,-1444.1951171875,-357578.9625
203,True,554,554,510,173.74074096679686,-2167.9134521484375,1459.5089111328125,-205704.1625
204,True,646,646,580,6.253203916549682,-1721.0827880859374,2648.5118041992187,-384524.0875
205,True,292,292,285,126.96640052795411,-1446.176611328125,-623.8909805297851,-268475.34375
206,True,888,888,525,885.3701019287109,839.6350234985351,-497.82386474609376,31709.71640625
207,True,66,66,56,-43.364550304412845,-1320.6306640625,-1555.768115234375,-170509.9
208,True,136,136,365,92.11146068572998,-236.46752700805663,528.7799926757813,58451.21484375
209,True,191,191,267,18.50465922355652,-406.4206485748291,8628.371435546875,-271028.678125
210,True,88,88,699,2.5408313512802123,284.9622436523438,-1402.4172241210938,-912373.9
211,True,357,357,382,-309.51325168609617,-989.6667922973633,-4156.53876953125,-228705.88125
212,True,424,424,480,2844.7012573242187,-1021.9803161621094,137514.009375,-426556.0125
213,True,821,821,718,96.26325607299805,-918.7265258789063,-309.96070251464846,-86771.86875
214,True,194,194,258,515.1642379760742,-2651.654638671875,-56670.1515625,-48296.7767578125
215,True,541,541,542,1152.1809844970703,-694.5380889892579,4348.63125,-225868.515625
216,True,999,999,811,-300.2304100036621,-2189.2190551757812,-2240.3021484375,-259509.09375
217,True,216,216,171,369.3176834106445,-1391.1640747070312,10136.50849609375,-232740.140625
218,True,926,926,937,-343.5146286010742,-1233.510430908203,3957.067578125,-357070.19375
219,True,33,33,391,-475.21140747070314,-84.94774703979492,-11397.5845703125,-41210.92421875
220,True,61,61,62,-1144.9603271484375,-678.3477722167969,-234611.859375,-116947.0265625
221,True,699,699,541,123.27764110565185,-1138.2661193847657,4715.8474609375,-402643.45
222,True,451,451,399,1307.1044921875,-3199.7457763671873,26384.3671875,-207793.5078125
223,True,756,756,747,-85.11408958435058,-1533.5287841796876,-3165.11982421875,-493040.44375
224,True,96,96,93,53.740830421447754,-742.988037109375,1154.29072265625,-246702.375
225,True,628,628,794,-104.47615470886231,-1242.6790283203125,-2176.094091796875,-153112.05
226,True,530,530,685,-66.85844631195069,-7768.7337890625,-2730.566796875,33314.815625
227,True,982,982,806,1033.7740158081056,-1795.3730712890624,8474.486328125,-353371.55625
228,True,732,732,482,-108.26710510253906,-98.75013084411621,-5726.183349609375,-63757.57890625
229,True,370,370,364,13.972013664245605,-2952.87587890625,6202.077734375,-272870.565625
230,True,334,334,361,-34.06944580078125,-1469.390576171875,-8194.252294921875,-204915.384375
231,True,0,0,3,-455.0444000244141,-1494.4149780273438,2619.9504638671874,-257469.0375
232,True,267,267,266,-74.46597518920899,-745.3745544433593,-10735.5005859375,-201153.93125
233,True,708,708,682,84.20605969429016,-1737.9979125976563,2724.187060546875,-563291.78125
234,True,935,935,790,-10.92449893951416,-2121.0796630859377,-3031.754602050781,-628791.7375
235,True,264,264,263,-140.14876823425294,-1956.4434814453125,-5736.8771484375,-365901.94375
236,True,292,292,281,4.153882765769959,-1105.0135498046875,-3821.461376953125,-205418.690625
237,True,573,573,670,172.941845703125,-1355.0375854492188,18076.97861328125,-193649.678125
238,True,861,861,787,18.62788372039795,-1643.7771362304688,-5009.788037109375,-470745.74375
239,True,179,179,245,36.84211940765381,-1064.6561950683595,1324.1704223632812,-134599.303125
240,True,965,965,124,-53.85690269470215,-1083.1887451171874,11855.13466796875,-259313.0
241,True,270,270,281,-227.80074710845946,-1601.929248046875,-1784.6954833984375,-110511.834375
242,True,29,29,38,236.72845001220702,-2327.368756103516,444.7458984375,-292147.265625
243,True,850,850,674,296.3057586669922,-1827.474920654297,8495.76015625,-307003.93125
244,True,608,608,655,2284.2399353027345,-1190.94306640625,-15213.914501953124,-275697.678125
245,True,4,4,2,100.84125995635986,-2222.046435546875,391.09967041015625,-260620.53125
246,True,424,424,860,-33.76466178894043,-1112.2055725097657,-80048.19921875,-237538.878125
247,True,405,405,265,-212.56769409179688,-759.5349945068359,-5558.110571289062,-391640.81875
248,True,116,116,397,62.28432006835938,-1068.3547485351562,5297.325732421875,-249553.68125
249,True,159,159,180,293.8316120147705,-798.1998168945313,25053.60166015625,-282938.525
250,True,447,447,591,-235.89801368713378,-2613.5919921875,8961.338818359374,-810237.875
251,True,237,237,151,-352.6001800537109,-459.604162979126,11855.4384765625,-246347.63125
252,True,975,975,913,518.8220733642578,-2344.8140625,4183.42197265625,-250342.575
253,True,104,104,287,135.8254249572754,-597.5604995727539,2265.2523193359375,-117950.325
254,True,13,13,15,104.78994808197021,-869.8606475830078,2241.400927734375,-290223.53125
255,True,897,897,281,74.5167251586914,-2565.371044921875,13241.965869140626,-367684.71875
256,True,280,280,278,126.87725028991699,-829.8871337890625,-6966.769873046875,-198494.953125
257,True,388,388,818,365.2648178100586,-1796.274102783203,-687.2400024414062,-357148.575
258,True,617,617,898,608.7839965820312,-3124.3028564453125,697.5457763671875,-499908.675
259,True,538,538,668,27.173735046386717,-2099.6873779296875,2381.46337890625,-230614.678125
260,True,55,55,392,-1737.7350830078126,-3607.3196533203127,2393.6164794921874,-224272.240625
261,True,780,780,679,-361.76852531433104,-3801.497900390625,1404.2951171875,-306505.025
262,True,888,888,918,126.22940759658813,-3105.2459716796875,-1922.73388671875,-230478.06875
263,True,834,834,852,200.40865173339844,-1676.1383056640625,-45417.77265625,-512100.70625
264,True,720,720,838,-159.7691987991333,-1861.5349609375,-6973.416796875,-299668.15
265,True,180,180,254,96.58206253051758,-1172.5514770507812,22458.802734375,-176174.53125
266,True,238,238,158,491.3715545654297,-1154.1407958984375,-11613.2166015625,-222278.665625
267,True,640,640,922,11.172146940231324,-1672.825048828125,817.8118865966796,-176582.446875
268,True,481,481,480,438.6352165222168,-1396.0472839355468,17917.0015625,-119822.0421875
269,True,492,492,551,580.7627838134765,-2066.984899902344,32338.68203125,-292224.98125
270,True,422,422,747,2265.474475097656,-1339.7573486328124,11373.84306640625,-312490.615625
271,True,173,173,215,-2565.7418701171873,-1350.0214782714843,2884.095458984375,-159805.275
272,True,941,941,940,-301.20458526611327,-448.6598922729492,-8142.0759765625,-178976.790625
273,True,686,686,754,-2149.301654052734,-2310.3870849609375,-11140.5572265625,-317305.8375
274,True,680,680,823,147.47969284057618,-576.4213676452637,-5025.440380859375,728.1517578125
275,True,16,16,95,39.76191530227661,-1599.3593017578125,3584.248876953125,-196812.484375
276,True,210,210,246,-264.1133758544922,-1696.3866394042968,-6795.85546875,-515206.525
277,True,616,616,774,-231.50834579467772,-2286.2711181640625,-118.20992431640624,-535794.825
278,True,728,728,921,-942.38037109375,-1430.124822998047,-40280.0140625,-624707.15
279,True,738,738,945,352.5208312988281,-884.7201293945312,-425.644873046875,-456473.93125
280,True,252,252,199,1639.1870956420898,-543.9697250366211,26180.13115234375,-25810.3212890625
281,True,595,595,856,1410.4757202148437,-985.091748046875,-15103.680859375,-164761.25
282,True,645,645,832,341.1713752746582,-2029.5631042480468,10321.057153320313,-363933.54375
283,True,9,9,769,-12.92828528881073,1943.3600524902345,-1864.5349243164062,255767.3375
284,True,421,421,602,8.471463012695313,-1307.4607727050782,23217.599609375,-78075.1875
285,True,699,699,859,-92.6823263168335,818.0563789367676,3209.11259765625,-24199.324609375
286,True,514,514,490,-142.9734435081482,-1913.9651611328125,-4510.895361328125,18963.3419921875
287,True,228,228,752,1.201718521118164,-1033.3792572021484,819.9215759277344,-379494.23125
288,True,520,520,516,877.6697387695312,-1037.1591064453125,22703.93125,-342753.40625
289,True,565,565,867,44.22133178710938,-2437.38408203125,-2882.983532714844,-403040.6
290,True,302,302,319,-14.749693298339844,-1889.30458984375,965.3287109375,-388040.3
291,True,319,319,310,25.773500156402587,-613.5947509765625,992.5875427246094,-198200.025
292,True,707,707,844,-12.687705850601196,-883.2654174804687,6268.04462890625,-270500.40625
293,True,293,293,286,-12.510803699493408,-1419.4511840820312,25569.718359375,-324629.009375
294,True,464,464,473,-2404.225341796875,-2404.116650390625,-36490.76640625,-344934.4625
295,True,467,467,854,31.53062152862549,-1084.050555419922,2161.3710693359376,-418444.525
296,True,379,379,381,-7.767657852172851,-253.37833633422852,1434.4009887695313,-101849.3984375
297,True,37,37,119,-83.21537017822266,53.83124351501465,3194.824853515625,315311.11875
298,True,187,187,193,228.49139194488527,-654.0261352539062,4639.457482910157,-140467.65625
299,True,202,202,200,-18.394838714599608,-266.9309658050537,1423.48984375,-140522.2875
300,True,410,410,757,-706.4621276855469,-1864.003662109375,9382.0009765625,-382347.93125
301,True,301,301,304,309.9819755554199,-726.8778625488281,12017.67099609375,-136200.440625
302,True,718,718,580,-50.341640663146975,-1738.1930541992188,-2000.2465087890625,-492891.33125
303,True,956,956,640,-53.670515632629396,-2768.9579223632813,112.77666625976562,-201095.434375
304,True,833,833,814,48.185832023620605,-1205.2980712890626,5963.4408203125,-130811.8296875
305,True,48,48,47,53.719973754882815,-733.3761474609375,343.0358520507813,-397515.0625
306,True,565,565,799,243.79185791015624,-2553.2673950195312,12497.996484375,-609306.55
307,True,110,110,845,3.0448539018630982,-1371.5682983398438,-2296.4533935546874,-515172.04375
308,True,927,927,659,208.87291374206544,-2630.4716674804686,20993.1853515625,-597989.925
309,True,740,740,440,411.82943572998045,-824.0499145507813,65735.75,-305948.7875
310,True,250,250,232,-110.50003585815429,-1461.6836181640624,-6524.22802734375,-358347.60625
311,True,549,549,411,-3466.6116577148437,-920.1996887207031,30885.8453125,-201374.28125
312,True,844,844,418,103.87825012207031,-2218.0155395507813,-2536.85244140625,-255694.34375
313,True,385,385,340,-711.0371551513672,-1945.9470947265625,-61039.89453125,-182214.95
314,True,605,605,632,-368.90340423583984,-2004.4778198242188,21933.032421875,-234270.584375
315,True,487,487,590,1082.8143310546875,-1965.8767700195312,-3018.56005859375,-492532.9125
316,True,912,912,979,8.449806785583496,-552.621435546875,416.0071762084961,-281659.884375
317,True,834,834,617,-1043.4724662780761,-1018.557763671875,155901.396875,-217379.209375
318,True,755,755,807,97.70214347839355,-1152.7099464416503,1060.700650024414,-187831.5875
319,True,979,979,970,-611.0648727416992,-2047.2236450195312,17733.776171875,-239101.259375
320,True,220,220,213,-303.09496726989744,-878.9976318359375,-9453.1029296875,-189751.553125
